"","lon","lat","date","windspeed"
"134",-124.375,40.5,5830560,1.65769158217692
"135",-124.375,40.5,5870880,0.495910810331377
"136",-124.375,40.5,5915520,2.81318304057921
"137",-124.375,40.5,5958720,5.55984987641377
"138",-124.375,40.5,6003360,6.29952412053164
"139",-124.375,40.5,6046560,5.34036566186371
"140",-124.375,40.5,6091200,2.56073505981912
"141",-124.375,40.5,6135840,3.44884292943966
"142",-124.375,40.5,6179040,2.83507525562473
"143",-124.375,40.5,6223680,2.05814091711053
"144",-124.375,40.5,6266880,1.5184366568326
"145",-124.375,40.5,6311520,2.69807717523262
"146",-124.375,40.5,6356160,4.24714924422463
"147",-124.375,40.5,6397920,0.244682766309358
"148",-124.375,40.5,6442560,0.18606394049258
"149",-124.375,40.5,6485760,4.4858216205444
"150",-124.375,40.5,6530400,3.80638687143208
"151",-124.375,40.5,6573600,4.0768817663722
"152",-124.375,40.5,6618240,4.01127361424223
"153",-124.375,40.5,6662880,3.02411319964912
"154",-124.375,40.5,6706080,0.555946302512612
"155",-124.375,40.5,6750720,1.77203031413208
"156",-124.375,40.5,6793920,0.454647217045044
"157",-124.375,40.5,6838560,0.868950264141559
"158",-124.375,40.5,6883200,1.46050045963876
"159",-124.375,40.5,6923520,1.55584577666891
"160",-124.375,40.5,6968160,1.38581534044172
"161",-124.375,40.5,7011360,1.43897023798635
"162",-124.375,40.5,7056000,5.22532261234898
"163",-124.375,40.5,7099200,6.88731544641383
"164",-124.375,40.5,7143840,4.86928359521491
"165",-124.375,40.5,7188480,4.14216785646711
"166",-124.375,40.5,7231680,1.55926302074855
"167",-124.375,40.5,7276320,2.52425971307858
"168",-124.375,40.5,7319520,2.37704920599351
"169",-124.375,40.5,7364160,1.4671911113151
"170",-124.375,40.5,7408800,1.69936784238173
"171",-124.375,40.5,7449120,0.898084583290671
"172",-124.375,40.5,7493760,3.48482397581707
"173",-124.375,40.5,7536960,4.11792604235152
"174",-124.375,40.5,7581600,5.633192149809
"175",-124.375,40.5,7624800,5.29557693790972
"176",-124.375,40.5,7669440,5.81734735410002
"177",-124.375,40.5,7714080,2.72462147326343
"178",-124.375,40.5,7757280,3.45395016808448
"179",-124.375,40.5,7801920,1.17019214130066
"180",-124.375,40.5,7845120,2.53090089837724
"181",-124.375,40.5,7889760,7.3018026966408
"182",-124.375,40.5,7934400,0.177368045976259
"183",-124.375,40.5,7974720,2.04007288892618
"184",-124.375,40.5,8019360,2.21383532414048
"185",-124.375,40.5,8062560,4.08809667094236
"186",-124.375,40.5,8107200,3.75900477997124
"187",-124.375,40.5,8150400,4.12774102243421
"188",-124.375,40.5,8195040,5.47015867729785
"189",-124.375,40.5,8239680,2.63031728068263
"190",-124.375,40.5,8282880,3.56457080674267
"191",-124.375,40.5,8327520,0.34985534123209
"192",-124.375,40.5,8370720,3.14593491119647
"193",-124.375,40.5,8415360,0.786549898045051
"194",-124.375,40.5,8460000,3.21010747484999
"195",-124.375,40.5,8501760,1.39554131636239
"196",-124.375,40.5,8546400,0.81658159345977
"197",-124.375,40.5,8589600,4.52439477729113
"198",-124.375,40.5,8634240,6.62620565099671
"199",-124.375,40.5,8677440,5.03067561801028
"200",-124.375,40.5,8722080,4.96453095844867
"201",-124.375,40.5,8766720,4.0238815840761
"202",-124.375,40.5,8809920,2.29555830465396
"203",-124.375,40.5,8854560,0.352637793114771
"204",-124.375,40.5,8897760,4.0814010931195
"205",-124.375,40.5,8942400,1.88146050142337
"206",-124.375,40.5,8987040,2.73166793789583
"207",-124.375,40.5,9027360,2.0197017051979
"208",-124.375,40.5,9072000,2.75941763593626
"209",-124.375,40.5,9115200,1.61166905224432
"210",-124.375,40.5,9159840,6.13994477715181
"211",-124.375,40.5,9203040,6.16512591818439
"212",-124.375,40.5,9247680,2.49130130630381
"213",-124.375,40.5,9292320,2.97614183904413
"214",-124.375,40.5,9335520,2.44603091523273
"215",-124.375,40.5,9380160,2.06707803234401
"216",-124.375,40.5,9423360,1.48310495701548
"217",-124.375,40.5,9468000,5.74850317403404
"218",-124.375,40.5,9512640,5.31353026525465
"219",-124.375,40.5,9552960,0.90499935584812
"220",-124.375,40.5,9597600,2.09778648147118
"221",-124.375,40.5,9640800,2.05840104112828
"222",-124.375,40.5,9685440,5.94929590405336
"223",-124.375,40.5,9728640,4.97326357697804
"224",-124.375,40.5,9773280,6.2436707744212
"225",-124.375,40.5,9817920,4.56557363624501
"226",-124.375,40.5,9861120,2.40014040449008
"227",-124.375,40.5,9905760,2.62919253987725
"228",-124.375,40.5,9948960,1.43310037057517
"229",-124.375,40.5,9993600,0.53282156768369
"230",-124.375,40.5,10038240,3.62762909105513
"231",-124.375,40.5,10078560,1.09340250880739
"232",-124.375,40.5,10123200,5.01548682204479
"233",-124.375,40.5,10166400,5.59494943500774
"234",-124.375,40.5,10211040,6.23082888037858
"235",-124.375,40.5,10254240,5.11234838391291
"236",-124.375,40.5,10298880,4.65105433149092
"237",-124.375,40.5,10343520,4.63937349179811
"238",-124.375,40.5,10386720,2.18464071436873
"239",-124.375,40.5,10431360,3.67887873091665
"240",-124.375,40.5,10474560,1.74454117312067
"241",-124.375,40.5,10519200,2.52965595868906
"242",-124.375,40.5,10563840,4.27141195617072
"243",-124.375,40.5,10605600,3.76133418825883
"244",-124.375,40.5,10650240,1.0429151385549
"245",-124.375,40.5,10693440,3.16904016736671
"246",-124.375,40.5,10738080,4.67678072391129
"247",-124.375,40.5,10781280,5.81042332421514
"248",-124.375,40.5,10825920,5.20118680760228
"249",-124.375,40.5,10870560,4.07126837271662
"250",-124.375,40.5,10913760,2.34398525537155
"251",-124.375,40.5,10958400,1.07037971410909
"252",-124.375,40.5,11001600,0.503060190928117
"253",-124.375,40.5,11046240,0.979501964170061
"254",-124.375,40.5,11090880,1.65915598030677
"255",-124.375,40.5,11131200,2.98129154224121
"256",-124.375,40.5,11175840,3.23967216595819
"257",-124.375,40.5,11219040,4.66101591186926
"258",-124.375,40.5,11263680,5.53656339123228
"259",-124.375,40.5,11306880,6.50781343798124
"260",-124.375,40.5,11351520,4.66749785331205
"261",-124.375,40.5,11396160,3.98313603082889
"262",-124.375,40.5,11439360,3.66992628376641
"263",-124.375,40.5,11484000,1.45696885118441
"264",-124.375,40.5,11527200,2.10251653165159
"265",-124.375,40.5,11571840,0.515280507407678
"266",-124.375,40.5,11616480,0.996607331242483
"267",-124.375,40.5,11656800,1.66979688063984
"268",-124.375,40.5,11701440,2.92404835158974
"269",-124.375,40.5,11744640,4.18952570757256
"270",-124.375,40.5,11789280,5.88584282866745
"271",-124.375,40.5,11832480,5.01712722963634
"272",-124.375,40.5,11877120,5.27395517123027
"273",-124.375,40.5,11921760,3.69754737191314
"274",-124.375,40.5,11964960,4.4257698813692
"275",-124.375,40.5,12009600,0.746238065373934
"276",-124.375,40.5,12052800,4.63495670677164
"277",-124.375,40.5,12097440,3.71878547709771
"278",-124.375,40.5,12142080,2.22544824063315
"279",-124.375,40.5,12182400,0.685544139825581
"280",-124.375,40.5,12227040,1.82600985175238
"281",-124.375,40.5,12270240,5.29110617852352
"282",-124.375,40.5,12314880,4.65735135515076
"283",-124.375,40.5,12358080,5.82282579387777
"284",-124.375,40.5,12402720,3.76901073799969
"285",-124.375,40.5,12447360,3.39263183202733
"286",-124.375,40.5,12490560,3.13118740000167
"287",-124.375,40.5,12535200,0.79364206613713
"288",-124.375,40.5,12578400,3.34749296130076
"289",-124.375,40.5,12623040,1.90498710760077
"290",-124.375,40.5,12667680,2.07622110233743
"291",-124.375,40.5,12709440,3.29896751740469
"292",-124.375,40.5,12754080,2.12439951297903
"293",-124.375,40.5,12797280,4.32913812834034
"294",-124.375,40.5,12841920,5.64415841054724
"295",-124.375,40.5,12885120,5.21169971393115
"296",-124.375,40.5,12929760,3.83098803156875
"297",-124.375,40.5,12974400,5.51903614699573
"298",-124.375,40.5,13017600,1.64127964009724
"299",-124.375,40.5,13062240,2.99575672952542
"300",-124.375,40.5,13105440,1.15971466279144
"301",-124.375,40.5,13150080,1.99969394098084
"302",-124.375,40.5,13194720,0.804916168568784
"303",-124.375,40.5,13235040,0.58175522750773
"304",-124.375,40.5,13279680,1.65332698228896
"305",-124.375,40.5,13322880,1.69423760805335
"306",-124.375,40.5,13367520,3.87261151866007
"307",-124.375,40.5,13410720,4.49878009795795
"308",-124.375,40.5,13455360,4.73894000842635
"309",-124.375,40.5,13500000,4.93026883602666
"310",-124.375,40.5,13543200,2.26707273706271
"311",-124.375,40.5,13587840,0.932432661700439
"312",-124.375,40.5,13631040,3.49677822869892
"313",-124.375,40.5,13675680,2.66173861767344
"314",-124.375,40.5,13720320,1.27600827151854
"315",-124.375,40.5,13760640,2.96604790101649
"316",-124.375,40.5,13805280,1.04510052170513
"317",-124.375,40.5,13848480,3.35665397796874
"318",-124.375,40.5,13893120,4.61691620788297
"319",-124.375,40.5,13936320,6.09404391921787
"320",-124.375,40.5,13980960,5.5156209223505
"321",-124.375,40.5,14025600,4.71725809507943
"322",-124.375,40.5,14068800,4.12895637234405
"323",-124.375,40.5,14113440,1.34849826210504
"324",-124.375,40.5,14156640,2.13380964408557
"325",-124.375,40.5,14201280,3.31108233005679
"326",-124.375,40.5,14245920,1.32926112139877
"327",-124.375,40.5,14286240,2.59880866414163
"328",-124.375,40.5,14330880,3.44299354698114
"329",-124.375,40.5,14374080,4.76781902769714
"330",-124.375,40.5,14418720,5.32000211047159
"331",-124.375,40.5,14461920,3.79363392015679
"332",-124.375,40.5,14506560,4.78635206287068
"333",-124.375,40.5,14551200,3.89329579159687
"334",-124.375,40.5,14594400,1.09623772310182
"335",-124.375,40.5,14639040,1.25091021409813
"336",-124.375,40.5,14682240,0.312009056979001
"337",-124.375,40.5,14726880,1.28187321912184
"338",-124.375,40.5,14771520,1.39354167313092
"339",-124.375,40.5,14813280,3.00774431700749
"340",-124.375,40.5,14857920,3.41036866907156
"341",-124.375,40.5,14901120,5.58431891036401
"342",-124.375,40.5,14945760,5.98563172300458
"343",-124.375,40.5,14988960,4.67829611916658
"344",-124.375,40.5,15033600,5.14272947775552
"345",-124.375,40.5,15078240,3.52847733090588
"346",-124.375,40.5,15121440,2.48755565506262
"347",-124.375,40.5,15166080,0.453167590805328
"348",-124.375,40.5,15209280,1.00055657145098
"349",-124.375,40.5,15253920,1.85125536260937
"350",-124.375,40.5,15298560,2.88342350287964
"351",-124.375,40.5,15338880,2.47326236409399
"352",-124.375,40.5,15383520,4.09252219807103
"353",-124.375,40.5,15426720,3.51787658931975
"354",-124.375,40.5,15471360,5.28232320267744
"355",-124.375,40.5,15514560,4.27067993009746
"356",-124.375,40.5,15559200,4.55890300675711
"357",-124.375,40.5,15603840,3.4364123463963
"358",-124.375,40.5,15647040,2.51799258124956
"359",-124.375,40.5,15691680,0.510726534818706
"360",-124.375,40.5,15734880,1.75858636650586
"361",-124.375,40.5,15779520,5.52322390628443
"362",-124.375,40.5,15824160,2.70986488079388
"363",-124.375,40.5,15864480,0.982824217786753
"364",-124.375,40.5,15909120,2.06875289814632
"365",-124.375,40.5,15952320,3.11701859264301
"366",-124.375,40.5,15996960,5.33431251609885
"367",-124.375,40.5,16040160,4.64249373827178
"368",-124.375,40.5,16084800,5.07785543474578
"369",-124.375,40.5,16129440,3.29531245404763
"370",-124.375,40.5,16172640,0.750990839381688
"371",-124.375,40.5,16217280,1.63682725303525
"372",-124.375,40.5,16260480,4.23039710834164
"373",-124.375,40.5,16305120,1.16951954996329
"374",-124.375,40.5,16349760,1.55594115742689
"375",-124.375,40.5,16390080,3.8195227219983
"376",-124.375,40.5,16434720,3.46120085900594
"377",-124.375,40.5,16477920,3.63359305443406
"378",-124.375,40.5,16522560,5.10128841295225
"379",-124.375,40.5,16565760,5.31462795454882
"380",-124.375,40.5,16610400,5.75514618102464
"381",-124.375,40.5,16655040,3.30953076387135
"382",-124.375,40.5,16698240,2.65227673239373
"383",-124.375,40.5,16742880,0.291811123054856
"384",-124.375,40.5,16786080,1.94121135100062
"385",-124.375,40.5,16830720,0.623449490767402
"386",-124.375,40.5,16875360,1.85823333697408
"387",-124.375,40.5,16917120,2.84930230139676
"388",-124.375,40.5,16961760,0.970796325734957
"389",-124.375,40.5,17004960,5.17398953437526
"390",-124.375,40.5,17049600,4.50885219694243
"391",-124.375,40.5,17092800,6.06695391455099
"392",-124.375,40.5,17137440,4.40470756202753
"393",-124.375,40.5,17182080,4.05883814758741
"394",-124.375,40.5,17225280,0.823776480262136
"395",-124.375,40.5,17269920,2.19075578228858
"396",-124.375,40.5,17313120,0.757165386079004
"397",-124.375,40.5,17357760,1.82846668635127
"398",-124.375,40.5,17402400,3.9626857218753
"399",-124.375,40.5,17442720,2.24439330047063
"400",-124.375,40.5,17487360,4.73907982144283
"401",-124.375,40.5,17530560,3.83092593778446
"402",-124.375,40.5,17575200,4.4649409671609
"403",-124.375,40.5,17618400,5.81963926755192
"404",-124.375,40.5,17663040,3.06697153510991
"405",-124.375,40.5,17707680,2.42340948365923
"406",-124.375,40.5,17750880,4.27765372183191
"407",-124.375,40.5,17795520,1.50880326519303
"408",-124.375,40.5,17838720,3.61515105189052
"409",-124.375,40.5,17883360,1.01663467957526
"410",-124.375,40.5,17928000,1.65376277436853
"411",-124.375,40.5,17968320,0.359400992355718
"412",-124.375,40.5,18012960,2.52136101928873
"413",-124.375,40.5,18056160,3.89318806136111
"414",-124.375,40.5,18100800,6.41812789723365
"415",-124.375,40.5,18144000,4.32423226886641
"416",-124.375,40.5,18188640,4.84353839959374
"417",-124.375,40.5,18233280,1.65351394366577
"418",-124.375,40.5,18276480,0.884743239636478
"419",-124.375,40.5,18321120,0.960911116696486
"420",-124.375,40.5,18364320,2.28276428118714
"421",-124.375,40.5,18408960,0.756098159285365
"422",-124.375,40.5,18453600,0.253700335834388
"423",-124.375,40.5,18493920,1.67675404851134
"424",-124.375,40.5,18538560,3.66439334885162
"425",-124.375,40.5,18581760,5.37500595207845
"426",-124.375,40.5,18626400,4.83276613054985
"427",-124.375,40.5,18669600,3.7658397307777
"428",-124.375,40.5,18714240,2.86927595754556
"429",-124.375,40.5,18758880,4.2627628826525
"430",-124.375,40.5,18802080,2.04601693803102
"431",-124.375,40.5,18846720,2.10876189849285
"432",-124.375,40.5,18889920,1.81553866638719
"433",-124.375,40.5,18934560,4.95685006711689
"434",-124.375,40.5,18979200,1.07161160005504
"435",-124.375,40.5,19020960,1.49516503122857
"436",-124.375,40.5,19065600,2.58374998120986
"437",-124.375,40.5,19108800,4.42335470175593
"438",-124.375,40.5,19153440,4.92349541753245
"439",-124.375,40.5,19196640,5.98979639426938
"440",-124.375,40.5,19241280,4.31425695702808
"441",-124.375,40.5,19285920,5.03577468639251
"442",-124.375,40.5,19329120,1.80676784735024
"443",-124.375,40.5,19373760,2.35323257197114
"444",-124.375,40.5,19416960,2.08549620011037
"445",-123.75,39.5,0,0.3013293102072
"446",-123.75,39.5,44640,2.26177614879094
"447",-123.75,39.5,86400,2.44331167261358
"448",-123.75,39.5,131040,1.46775141772409
"449",-123.75,39.5,174240,3.48299148911083
"450",-123.75,39.5,218880,2.69018329216297
"451",-123.75,39.5,262080,1.79101700252478
"452",-123.75,39.5,306720,2.99513506752594
"453",-123.75,39.5,351360,1.42322761435078
"454",-123.75,39.5,394560,0.778796516132287
"455",-123.75,39.5,439200,0.962880518236888
"456",-123.75,39.5,482400,0.87068290135027
"457",-123.75,39.5,527040,2.06868699458114
"458",-123.75,39.5,571680,0.31105056037565
"459",-123.75,39.5,612000,1.09517002985866
"460",-123.75,39.5,656640,3.46915918732397
"461",-123.75,39.5,699840,3.72786280062202
"462",-123.75,39.5,744480,3.63750117582605
"463",-123.75,39.5,787680,3.02280723420177
"464",-123.75,39.5,832320,2.72639045065419
"465",-123.75,39.5,876960,2.06965176755733
"466",-123.75,39.5,920160,0.593030830236117
"467",-123.75,39.5,964800,1.49005735482096
"468",-123.75,39.5,1008000,1.10961548468493
"469",-123.75,39.5,1052640,0.807749349770243
"470",-123.75,39.5,1097280,0.209277758957079
"471",-123.75,39.5,1137600,0.788478448597258
"472",-123.75,39.5,1182240,0.968990584156783
"473",-123.75,39.5,1225440,3.44354697327395
"474",-123.75,39.5,1270080,2.01008570588669
"475",-123.75,39.5,1313280,3.11169294974281
"476",-123.75,39.5,1357920,2.37391487968323
"477",-123.75,39.5,1402560,2.59921526469018
"478",-123.75,39.5,1445760,0.282367980625105
"479",-123.75,39.5,1490400,0.348430875114314
"480",-123.75,39.5,1533600,1.18825096620399
"481",-123.75,39.5,1578240,1.92988818242594
"482",-123.75,39.5,1622880,3.30901931871205
"483",-123.75,39.5,1663200,2.50446691722738
"484",-123.75,39.5,1707840,0.874529430331858
"485",-123.75,39.5,1751040,2.43107759859671
"486",-123.75,39.5,1795680,3.49555353657961
"487",-123.75,39.5,1838880,3.37543735097481
"488",-123.75,39.5,1883520,1.79881917505169
"489",-123.75,39.5,1928160,1.73568828005065
"490",-123.75,39.5,1971360,1.09506095557801
"491",-123.75,39.5,2016000,0.935365121419935
"492",-123.75,39.5,2059200,0.744051094951419
"493",-123.75,39.5,2103840,0.922290714656595
"494",-123.75,39.5,2148480,0.4740151736432
"495",-123.75,39.5,2190240,1.12108366460604
"496",-123.75,39.5,2234880,2.7967915771843
"497",-123.75,39.5,2278080,2.84648312371435
"498",-123.75,39.5,2322720,3.55737841670773
"499",-123.75,39.5,2365920,2.34272301745147
"500",-123.75,39.5,2410560,2.91797739760788
"501",-123.75,39.5,2455200,2.45788733003801
"502",-123.75,39.5,2498400,1.30342768980281
"503",-123.75,39.5,2543040,1.4934941558291
"504",-123.75,39.5,2586240,1.01651140046586
"505",-123.75,39.5,2630880,0.704880174784706
"506",-123.75,39.5,2675520,1.97106355001672
"507",-123.75,39.5,2715840,1.36120669416261
"508",-123.75,39.5,2760480,1.9200251908327
"509",-123.75,39.5,2803680,2.56782707158522
"510",-123.75,39.5,2848320,2.17618319064821
"511",-123.75,39.5,2891520,1.74910308169627
"512",-123.75,39.5,2936160,2.27231052146781
"513",-123.75,39.5,2980800,1.20770162753391
"514",-123.75,39.5,3024000,1.50340831960721
"515",-123.75,39.5,3068640,1.55392542481178
"516",-123.75,39.5,3111840,0.832922339908412
"517",-123.75,39.5,3156480,2.64487183015366
"518",-123.75,39.5,3201120,1.78268623309063
"519",-123.75,39.5,3241440,0.395728538916466
"520",-123.75,39.5,3286080,2.71579135636555
"521",-123.75,39.5,3329280,2.29483344520956
"522",-123.75,39.5,3373920,1.74293213638447
"523",-123.75,39.5,3417120,2.82177939889055
"524",-123.75,39.5,3461760,1.7445446213448
"525",-123.75,39.5,3506400,1.19376293643305
"526",-123.75,39.5,3549600,0.359008379583073
"527",-123.75,39.5,3594240,1.35220128739326
"528",-123.75,39.5,3637440,1.3835333972565
"529",-123.75,39.5,3682080,1.00968734838801
"530",-123.75,39.5,3726720,0.668420998117254
"531",-123.75,39.5,3767040,0.432792051378211
"532",-123.75,39.5,3811680,1.64213587643449
"533",-123.75,39.5,3854880,2.92794087192045
"534",-123.75,39.5,3899520,2.24273619344257
"535",-123.75,39.5,3942720,3.15453546473995
"536",-123.75,39.5,3987360,1.56043162489062
"537",-123.75,39.5,4032000,2.05402666270144
"538",-123.75,39.5,4075200,0.47551739810123
"539",-123.75,39.5,4119840,0.584833002881587
"540",-123.75,39.5,4163040,1.3474042348006
"541",-123.75,39.5,4207680,1.02643682036354
"542",-123.75,39.5,4252320,1.67885949743441
"543",-123.75,39.5,4294080,2.70938159536421
"544",-123.75,39.5,4338720,0.976461744414631
"545",-123.75,39.5,4381920,2.33735238149583
"546",-123.75,39.5,4426560,2.62410123648662
"547",-123.75,39.5,4469760,2.54608890791314
"548",-123.75,39.5,4514400,1.97547539414324
"549",-123.75,39.5,4559040,1.62492181950931
"550",-123.75,39.5,4602240,0.865110983673576
"551",-123.75,39.5,4646880,0.628102426586183
"552",-123.75,39.5,4690080,0.845975710964802
"553",-123.75,39.5,4734720,1.17954090256741
"554",-123.75,39.5,4779360,0.824304291341739
"555",-123.75,39.5,4819680,1.4490713438063
"556",-123.75,39.5,4864320,0.412766971690969
"557",-123.75,39.5,4907520,3.09136045683556
"558",-123.75,39.5,4952160,1.88828808009502
"559",-123.75,39.5,4995360,3.49225643463125
"560",-123.75,39.5,5040000,2.1850905476205
"561",-123.75,39.5,5084640,0.697380429361959
"562",-123.75,39.5,5127840,0.696088895563367
"563",-123.75,39.5,5172480,1.32276131944785
"564",-123.75,39.5,5215680,0.835261669054307
"565",-123.75,39.5,5260320,0.599661488287924
"566",-123.75,39.5,5304960,1.34636685827541
"567",-123.75,39.5,5345280,1.2097946765574
"568",-123.75,39.5,5389920,1.95213154054418
"569",-123.75,39.5,5433120,1.5550781968471
"570",-123.75,39.5,5477760,2.45287595653649
"571",-123.75,39.5,5520960,1.86275919477786
"572",-123.75,39.5,5565600,1.4317234524401
"573",-123.75,39.5,5610240,1.82536628291698
"574",-123.75,39.5,5653440,2.08564551446847
"575",-123.75,39.5,5698080,2.11813713145871
"576",-123.75,39.5,5741280,1.91689000528078
"577",-123.75,39.5,5785920,0.787536450011094
"578",-123.75,39.5,5830560,0.521020031418425
"579",-123.75,39.5,5870880,0.625456870005566
"580",-123.75,39.5,5915520,2.35555897846246
"581",-123.75,39.5,5958720,3.37029700661129
"582",-123.75,39.5,6003360,3.2316634290633
"583",-123.75,39.5,6046560,1.96427905526598
